compound_id,docking_score_kcal_mol,tanimoto_to_reference,smiles,fingerprint_method,pocket,source_file,valid_smiles,canonical_smiles,desalted_smiles,mol_weight,logp,hbd,hba,tpsa,rotatable_bonds,heavy_atoms,source_database,passes_lipinski_light
686393,-8.211,0.633,c1ccc2c(c1)oc(=O)c(c2O)C(c1c(=O)oc2c(c1O)cccc2)c1cccc(c1)C(c1c(c2ccccc2oc1=O)O)c1c(=O)oc2c(c1O)cccc2,FCFP,BP2,BP2_candidates.xlsx,True,O=c1oc2ccccc2c(O)c1C(c1cccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c1)c1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2c(O)c1C(c1cccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c1)c1c(O)c2ccccc2oc1=O,746.68,7.295,4,12,201.76,6,56,numeric library ID,False
746361,-9.116,0.441,c1(c2cc(c(c3nc4c(o3)cccc4)cc2O)O)nc2c(o1)cccc2,Morgan,BP2,BP2_candidates.xlsx,True,Oc1cc(-c2nc3ccccc3o2)c(O)cc1-c1nc2ccccc2o1,Oc1cc(-c2nc3ccccc3o2)c(O)cc1-c1nc2ccccc2o1,344.326,4.714,2,6,92.52,2,26,numeric library ID,True
380712,-6.86,0.605,c1(=O)cc(c2c(c3ccccc3cc2)o1)O,Pairs,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,numeric library ID,True
764465,-6.684,0.777,c1c2c(cc(c1N)O)oc(=O)cc2C,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)c(N)cc12,Cc1cc(=O)oc2cc(O)c(N)cc12,191.186,1.389,2,4,76.46,0,14,numeric library ID,True
656562,-8.08,0.59,c12ccccc1c1c(cc2)c(=O)oc2c1cc1c(c2)cccc1,RDK,BP2,BP2_candidates.xlsx,True,O=c1oc2cc3ccccc3cc2c2c1ccc1ccccc12,O=c1oc2cc3ccccc3cc2c2c1ccc1ccccc12,296.325,5.253,0,2,30.21,0,23,numeric library ID,False
656562,-8.08,0.818,c12ccccc1c1c(cc2)c(=O)oc2c1cc1c(c2)cccc1,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1oc2cc3ccccc3cc2c2c1ccc1ccccc12,O=c1oc2cc3ccccc3cc2c2c1ccc1ccccc12,296.325,5.253,0,2,30.21,0,23,numeric library ID,False
2608,-6.961,0.476,o1c2c(c(c3ccccc3)c3cc(c(cc13)O)O)cc(c(=O)c2)O,Torsions,BP2,BP2_candidates.xlsx,True,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3)c-2cc1O,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3)c-2cc1O,320.3,3.682,3,5,90.9,1,24,numeric library ID,True
96541,-7.635,0.341,N1(C(C=Cc2c3ccccc3ccc12)C#N)C(=O)c1ccccc1,Avalon,BP2,BP2_candidates.xlsx,True,N#CC1C=Cc2c(ccc3ccccc23)N1C(=O)c1ccccc1,N#CC1C=Cc2c(ccc3ccccc23)N1C(=O)c1ccccc1,310.356,4.406,0,2,44.1,1,24,numeric library ID,True
71881,-7.856,0.27,n1c2ccc(cc2ccc1)NC(=O)Nc1ccc2ncccc2c1,FCFP,BP2,BP2_candidates.xlsx,True,O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,314.348,4.427,2,3,66.91,2,24,numeric library ID,True
50651,-8.307,0.235,[nH]1c2cc(c(cc2c2c1cccc2)C(=O)Nc1ccc(Cl)cc1)O,Morgan,BP2,BP2_candidates.xlsx,True,O=C(Nc1ccc(Cl)cc1)c1cc2c(cc1O)[nH]c1ccccc12,O=C(Nc1ccc(Cl)cc1)c1cc2c(cc1O)[nH]c1ccccc12,336.778,4.932,3,2,65.12,2,24,numeric library ID,True
32838,-6.786,0.311,O=C1NC2(C(=O)N1)CCc1c2cccc1,Pairs,BP2,BP2_candidates.xlsx,True,O=C1NC(=O)C2(CCc3ccccc32)N1,O=C1NC(=O)C2(CCc3ccccc32)N1,202.213,0.667,2,2,58.2,0,15,numeric library ID,True
13974,-7.699,0.592,N(=Nc1ccc(c2c1cccc2)N)/c1ccccc1,Pattern,BP2,BP2_candidates.xlsx,True,Nc1ccc(N=Nc2ccccc2)c2ccccc12,Nc1ccc(N=Nc2ccccc2)c2ccccc12,247.301,4.837,1,3,50.74,2,19,numeric library ID,True
7524,-8.124,0.315,O1[C@]23C[C@]4([C@H]5[C@@]([C@@]([C@H]6N(C[C@H](CC6)C)C5)(O)C)([C@H](C[C@]4([C@@H]2CC[C@H]2[C@@]3(CC[C@@H]([C@]12O)OC(=O)c1cc(c(cc1)OC)OC)C)O)O)O)O,RDK,BP2,BP2_candidates.xlsx,True,COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(O)C[C@H](O)[C@@]7(O)[C@@H](CN8C[C@@H](C)CC[C@H]8[C@@]7(C)O)[C@]6(O)C[C@@]53O[C@@]24O)cc1OC,COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(O)C[C@H](O)[C@@]7(O)[C@@H](CN8C[C@@H](C)CC[C@H]8[C@@]7(C)O)[C@]6(O)C[C@@]53O[C@@]24O)cc1OC,673.8,1.356,6,12,178.61,4,48,numeric library ID,False
17055,-7.183,0.724,o1c2cc(ccc2cc(c1=O)c1ccccc1)OC(=O)C,Rdmaccs,BP2,BP2_candidates.xlsx,True,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,280.279,3.385,0,4,56.51,2,21,numeric library ID,True
50651,-8.307,0.241,[nH]1c2cc(c(cc2c2c1cccc2)C(=O)Nc1ccc(Cl)cc1)O,Torsions,BP2,BP2_candidates.xlsx,True,O=C(Nc1ccc(Cl)cc1)c1cc2c(cc1O)[nH]c1ccccc12,O=C(Nc1ccc(Cl)cc1)c1cc2c(cc1O)[nH]c1ccccc12,336.778,4.932,3,2,65.12,2,24,numeric library ID,True
85Z,-7.594,0.584,Cc1cc(ccc1c1c(c2ccc(cc2oc1=O)O)Cc1ccc(cc1)/C=C/C(=O)O)F,Avalon,BP2,BP2_candidates.xlsx,True,Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,430.431,5.302,2,4,87.74,5,32,PDB ligand,False
MRI,-7.943,0.371,Oc1c(=O)c2c(O)cc(O)cc2oc1c1ccc(O)cc1O,FCFP,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,PDB ligand,True
338,-7.843,0.302,c1(cc2c(cc1)nc(o2)c1c2c(ccc1)c(ccc2)O)O,Morgan,BP2,BP2_candidates.xlsx,True,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,277.279,4.059,2,4,66.49,1,21,PDB ligand,True
3WL,-6.505,0.444,c1ccccc1c1cc(=O)c2c(c(c(cc2o1)O)O)O,Pairs,BP2,BP2_candidates.xlsx,True,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,270.24,2.577,3,5,90.9,1,20,PDB ligand,True
XZZ,-6.748,0.768,c1c(Cl)c(cc2oc(=O)cc(C)c12)O,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)c(Cl)cc12,Cc1cc(=O)oc2cc(O)c(Cl)cc12,210.616,2.46,1,3,50.44,0,14,PDB ligand,True
MRI,-7.943,0.408,Oc1c(=O)c2c(O)cc(O)cc2oc1c1ccc(O)cc1O,RDK,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,PDB ligand,True
MRI,-7.943,0.724,Oc1c(=O)c2c(O)cc(O)cc2oc1c1ccc(O)cc1O,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,PDB ligand,True
MRI,-7.943,0.357,Oc1c(=O)c2c(O)cc(O)cc2oc1c1ccc(O)cc1O,Torsions,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,PDB ligand,True
SCHEMBL11830680,-7.191,0.913,c1c(cc2c(c1)oc(=O)cc2O)Cc1ccccc1,Avalon,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,252.269,3.089,1,3,50.44,2,19,SureChEMBL,True
SCHEMBL11830680,-7.191,0.714,c1c(cc2c(c1)oc(=O)cc2O)Cc1ccccc1,FCFP,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,252.269,3.089,1,3,50.44,2,19,SureChEMBL,True
SCHEMBL11830680,-7.191,0.6,c1c(cc2c(c1)oc(=O)cc2O)Cc1ccccc1,Morgan,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,252.269,3.089,1,3,50.44,2,19,SureChEMBL,True
SCHEMBL1366927,-5.969,0.774,c1(=O)ccc2cccc(c2o1)O,Pairs,BP2,BP2_candidates.xlsx,True,O=c1ccc2cccc(O)c2o1,O=c1ccc2cccc(O)c2o1,162.144,1.499,1,3,50.44,0,12,SureChEMBL,True
SCHEMBL11848480,-6.134,0.919,c1(O)cc2c(c(O)cc(=O)o2)cc1,Pattern,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc(O)cc2o1,O=c1cc(O)c2ccc(O)cc2o1,178.143,1.204,2,4,70.67,0,13,SureChEMBL,True
SCHEMBL2761855,-6.86,0.896,c1(=O)cc(c2ccc3c(c2o1)cccc3)O,RDK,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,SureChEMBL,True
SCHEMBL11830680,-7.191,0.957,c1c(cc2c(c1)oc(=O)cc2O)Cc1ccccc1,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,252.269,3.089,1,3,50.44,2,19,SureChEMBL,True
SCHEMBL8945680,-6.711,0.71,o1c2c(c(cc1=O)O)cc(cc2)c1ccccc1,Torsions,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2cc(-c3ccccc3)ccc2o1,O=c1cc(O)c2cc(-c3ccccc3)ccc2o1,238.242,3.166,1,3,50.44,1,18,SureChEMBL,True
ZINC000000296657,-7.367,0.8,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,Avalon,BP2,BP2_candidates.xlsx,True,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,266.252,3.012,0,4,56.51,2,20,ZINC15,True
ZINC000002897678,-7.02,0.8,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,FCFP,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,230.175,1.605,1,5,80.65,0,17,ZINC15,True
ZINC000000296657,-7.367,0.514,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,Morgan,BP2,BP2_candidates.xlsx,True,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,266.252,3.012,0,4,56.51,2,20,ZINC15,True
ZINC000006576436,-6.86,0.605,O=c1cc(O)c2ccc3ccccc3c2o1,Pairs,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,ZINC15,True
ZINC000000058121,-6.453,0.854,Cc1cc(=O)oc2cc(O)ccc12,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12,176.171,1.807,1,3,50.44,0,13,ZINC15,True
ZINC000006576436,-6.86,0.896,O=c1cc(O)c2ccc3ccccc3c2o1,RDK,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,ZINC15,True
ZINC000000057885,-8.141,0.913,O=c1cc(c2cccc(O)c2)oc2c1ccc1ccccc21,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,288.302,4.319,1,3,50.44,1,22,ZINC15,True
