compound_id,docking_score_kcal_mol,tanimoto_to_reference,smiles,fingerprint_method,pocket,source_file,valid_smiles,canonical_smiles,desalted_smiles,mol_weight,logp,hbd,hba,tpsa,rotatable_bonds,heavy_atoms,source_database,passes_lipinski_light
SCHEMBL2761833,-6.856,0.827,c12oc(=O)cc(c1ccc(c2)F)O,RDK,BP1,BP1_candidates.xlsx,True,O=c1cc(O)c2ccc(F)cc2o1,O=c1cc(O)c2ccc(F)cc2o1,180.134,1.638,1,3,50.44,0,13,SureChEMBL,True
SCHEMBL15388250,-7.072,0.957,c12oc(=O)c3c(c1ccc(c2)O)cc(cc3)C,Rdmaccs,BP1,BP1_candidates.xlsx,True,Cc1ccc2c(=O)oc3cc(O)ccc3c2c1,Cc1ccc2c(=O)oc3cc(O)ccc3c2c1,226.231,2.96,1,3,50.44,0,17,SureChEMBL,True
SCHEMBL13315779,-6.98,0.704,c1ccc2c(c1)oc(=O)cc2C#C,Torsions,BP1,BP1_candidates.xlsx,True,C#Cc1cc(=O)oc2ccccc12,C#Cc1cc(=O)oc2ccccc12,170.167,1.774,0,2,30.21,0,13,SureChEMBL,True
ZINC000103969950,-7.396,0.8,Cc1c(O)c2ccc3ccccc3c2oc1=O,Avalon,BP1,BP1_candidates.xlsx,True,Cc1c(O)c2ccc3ccccc3c2oc1=O,Cc1c(O)c2ccc3ccccc3c2oc1=O,226.231,2.96,1,3,50.44,0,17,ZINC15,True
ZINC000000058126,-7.062,0.586,Cc1cc(=O)oc2cc(O)cc(O)c12,FCFP,BP1,BP1_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)cc(O)c12,Cc1cc(=O)oc2cc(O)cc(O)c12,192.17,1.513,2,4,70.67,0,14,ZINC15,True
ZINC000006117594,-7.092,0.514,O=c1c2ccccc2oc2cc(O)cc(O)c12,Morgan,BP1,BP1_candidates.xlsx,True,O=c1c2ccccc2oc2cc(O)cc(O)c12,O=c1c2ccccc2oc2cc(O)cc(O)c12,228.203,2.357,2,4,70.67,0,17,ZINC15,True
ZINC000200389531,-6.98,0.587,C#Cc1cc(=O)oc2ccccc12,Pairs,BP1,BP1_candidates.xlsx,True,C#Cc1cc(=O)oc2ccccc12,C#Cc1cc(=O)oc2ccccc12,170.167,1.774,0,2,30.21,0,13,ZINC15,True
ZINC000200389531,-6.98,0.847,C#Cc1cc(=O)oc2ccccc12,Pattern,BP1,BP1_candidates.xlsx,True,C#Cc1cc(=O)oc2ccccc12,C#Cc1cc(=O)oc2ccccc12,170.167,1.774,0,2,30.21,0,13,ZINC15,True
ZINC000044672070,-6.856,0.827,O=c1cc(O)c2ccc(F)cc2o1,RDK,BP1,BP1_candidates.xlsx,True,O=c1cc(O)c2ccc(F)cc2o1,O=c1cc(O)c2ccc(F)cc2o1,180.134,1.638,1,3,50.44,0,13,ZINC15,True
ZINC000103969950,-7.396,0.88,Cc1c(O)c2ccc3ccccc3c2oc1=O,Rdmaccs,BP1,BP1_candidates.xlsx,True,Cc1c(O)c2ccc3ccccc3c2oc1=O,Cc1c(O)c2ccc3ccccc3c2oc1=O,226.231,2.96,1,3,50.44,0,17,ZINC15,True
ZINC000200389531,-6.98,0.704,C#Cc1cc(=O)oc2ccccc12,Torsions,BP1,BP1_candidates.xlsx,True,C#Cc1cc(=O)oc2ccccc12,C#Cc1cc(=O)oc2ccccc12,170.167,1.774,0,2,30.21,0,13,ZINC15,True
CHEMBL2262363,-7.581,0.797,c1ccc2c(c1)oc(=O)c(c2O)c1cc(c2c(c3ccccc3oc2=O)O)ccc1,Avalon,BP2,BP2_candidates.xlsx,True,O=c1oc2ccccc2c(O)c1-c1cccc(-c2c(O)c3ccccc3oc2=O)c1,O=c1oc2ccccc2c(O)c1-c1cccc(-c2c(O)c3ccccc3oc2=O)c1,398.37,4.645,2,6,100.88,2,30,ChEMBL23,True
CHEMBL392451,-8.211,0.633,c1ccc2c(c1)oc(=O)c(c2O)C(c1c(O)c2c(oc1=O)cccc2)c1cccc(c1)C(c1c(=O)oc2c(c1O)cccc2)c1c(=O)oc2c(c1O)cccc2,FCFP,BP2,BP2_candidates.xlsx,True,O=c1oc2ccccc2c(O)c1C(c1cccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c1)c1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2c(O)c1C(c1cccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c1)c1c(O)c2ccccc2oc1=O,746.68,7.295,4,12,201.76,6,56,ChEMBL23,False
CHEMBL1364708,-8.175,0.475,o1c(c2c3c(oc(=O)c2)ccc(O)c3)cc2c1cccc2,Morgan,BP2,BP2_candidates.xlsx,True,O=c1cc(-c2cc3ccccc3o2)c2cc(O)ccc2o1,O=c1cc(-c2cc3ccccc3o2)c2cc(O)ccc2o1,278.263,3.912,1,4,63.58,1,21,ChEMBL23,True
CHEMBL227815,-6.711,0.545,c1ccc2cccc3c2c1C=C(C3=O)O,Pairs,BP2,BP2_candidates.xlsx,True,O=C1C(O)=Cc2cccc3cccc1c23,O=C1C(O)=Cc2cccc3cccc1c23,196.205,2.935,1,2,37.3,0,15,ChEMBL23,True
CHEMBL12208,-6.453,0.854,o1c2c(c(cc1=O)C)ccc(O)c2,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12,176.171,1.807,1,3,50.44,0,13,ChEMBL23,True
CHEMBL3094027,-6.968,0.672,c1(=O)cc(c2ccc(cc2o1)OCc1cc(ccc1)F)O,RDK,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc(OCc3cccc(F)c3)cc2o1,O=c1cc(O)c2ccc(OCc3cccc(F)c3)cc2o1,286.258,3.217,1,4,59.67,3,21,ChEMBL23,True
CHEMBL1801014,-8.141,0.913,c1cc2c(oc(cc2=O)c2cccc(c2)O)c2c1cccc2,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,288.302,4.319,1,3,50.44,1,22,ChEMBL23,True
CHEMBL374372,-7.174,0.541,c1ccc2c(c1)oc(cc2=O)/C=C/c1cc(c(cc1)O)O,Torsions,BP2,BP2_candidates.xlsx,True,O=c1cc(/C=C/c2ccc(O)c(O)c2)oc2ccccc12,O=c1cc(/C=C/c2ccc(O)c(O)c2)oc2ccccc12,280.279,3.375,2,4,70.67,2,21,ChEMBL23,True
DB04750,-7.429,0.515,OC(=O)c1cc(C(=O)O)c(cc1)c1c2cc(F)c(=O)cc2oc2cc(O)c(F)cc12,Avalon,BP2,BP2_candidates.xlsx,True,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,412.3,3.945,3,5,125.04,3,30,DrugBank,True
DB07009,-7.843,0.412,c1(cc2c(cc1)nc(o2)c1c2c(ccc1)c(ccc2)O)O,FCFP,BP2,BP2_candidates.xlsx,True,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,277.279,4.059,2,4,66.49,1,21,DrugBank,True
DB07009,-7.843,0.302,c1(cc2c(cc1)nc(o2)c1c2c(ccc1)c(ccc2)O)O,Morgan,BP2,BP2_candidates.xlsx,True,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,277.279,4.059,2,4,66.49,1,21,DrugBank,True
DB01852,-7.312,0.372,c1c(c2c(cc1O)oc(c(c2=O)O)c1ccc(cc1)O)O,Pairs,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,286.239,2.282,4,6,111.13,1,21,DrugBank,True
DB08100,-6.88,0.637,Cc1cc(cc(c1O)C)/C=C/c1ccccc1,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(/C=C/c2ccccc2)cc(C)c1O,Cc1cc(/C=C/c2ccccc2)cc(C)c1O,224.303,4.179,1,1,20.23,2,17,DrugBank,True
DB07236,-7.533,0.34,c1(cc2c(cc1)cc(cc2)O)c1c2c(on1)cc(cc2)O,RDK,BP2,BP2_candidates.xlsx,True,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,277.279,4.059,2,4,66.49,1,21,DrugBank,True
DB04750,-7.429,0.688,OC(=O)c1cc(C(=O)O)c(cc1)c1c2cc(F)c(=O)cc2oc2cc(O)c(F)cc12,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,412.3,3.945,3,5,125.04,3,30,DrugBank,True
DB07009,-7.843,0.37,c1(cc2c(cc1)nc(o2)c1c2c(ccc1)c(ccc2)O)O,Torsions,BP2,BP2_candidates.xlsx,True,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,277.279,4.059,2,4,66.49,1,21,DrugBank,True
317,-7.497,0.302,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC=C2,Avalon,BP2,BP2_candidates.xlsx,True,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.296,3.932,1,3,50.44,3,20,PDB ligand,True
3543,-9.093,0.237,CC1=C(C=CC=C1)N=NC1=CC(C)=C(C=C1)N=NC1=C(O)C=CC2=C1C=CC=C2,FCFP,BP2,BP2_candidates.xlsx,True,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,380.451,7.993,1,5,69.67,4,29,numeric library ID,False
3543,-9.093,0.265,CC1=C(C=CC=C1)N=NC1=CC(C)=C(C=C1)N=NC1=C(O)C=CC2=C1C=CC=C2,Morgan,BP2,BP2_candidates.xlsx,True,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,380.451,7.993,1,5,69.67,4,29,numeric library ID,False
317,-7.497,0.338,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC=C2,Pairs,BP2,BP2_candidates.xlsx,True,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.296,3.932,1,3,50.44,3,20,PDB ligand,True
1477,-6.953,0.614,CC(C)OC1=CC=C2C(=O)C(=COC2=C1)C1=CC=CC=C1,Pattern,BP2,BP2_candidates.xlsx,True,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,280.323,4.247,0,3,39.44,3,21,numeric library ID,True
317,-7.497,0.336,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC=C2,RDK,BP2,BP2_candidates.xlsx,True,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.296,3.932,1,3,50.44,3,20,PDB ligand,True
317,-7.497,0.667,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC=C2,Rdmaccs,BP2,BP2_candidates.xlsx,True,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.296,3.932,1,3,50.44,3,20,PDB ligand,True
317,-7.497,0.289,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC=C2,Torsions,BP2,BP2_candidates.xlsx,True,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.296,3.932,1,3,50.44,3,20,PDB ligand,True
1842204,-7.367,0.8,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,Avalon,BP2,BP2_candidates.xlsx,True,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,266.252,3.012,0,4,56.51,2,20,numeric library ID,True
2357873,-7.02,0.8,Oc1cc(=O)oc2c3ccccc3oc(=O)c12,FCFP,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,230.175,1.605,1,5,80.65,0,17,numeric library ID,True
1842204,-7.367,0.514,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,Morgan,BP2,BP2_candidates.xlsx,True,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,266.252,3.012,0,4,56.51,2,20,numeric library ID,True
50005460,-6.86,0.605,Oc1cc(=O)oc2c1ccc1ccccc21,Pairs,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,numeric library ID,True
529222,-6.453,0.854,Cc1cc(=O)oc2cc(O)ccc12,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12,176.171,1.807,1,3,50.44,0,13,numeric library ID,True
2035856,-7.005,0.791,O=c1cc(Oc2cc(=O)oc3ccccc23)c2ccccc2o1,RDK,BP2,BP2_candidates.xlsx,True,O=c1cc(Oc2cc(=O)oc3ccccc23)c2ccccc2o1,O=c1cc(Oc2cc(=O)oc3ccccc23)c2ccccc2o1,306.273,3.692,0,5,69.65,2,23,numeric library ID,True
4368550,-8.141,0.913,Oc1cccc(c1)c1cc(=O)c2ccc3ccccc3c2o1,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,288.302,4.319,1,3,50.44,1,22,numeric library ID,True
50005460,-6.86,0.625,Oc1cc(=O)oc2c1ccc1ccccc21,Torsions,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,numeric library ID,True
DB08820,-7.456,0.272,Oc1c(C(C)(C)C)cc(C(C)(C)C)c(NC(=O)c2c(=O)c3c([nH]c2)cccc3)c1,Avalon,BP2,BP2_candidates.xlsx,True,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,392.499,5.081,3,3,82.19,2,29,DrugBank,False
DB06595,-7.953,0.196,c12c(c3c4c5c1c1c(cccc1)n5[C@]1(O[C@@H](n4c4c3cccc4)C[C@@H](N(C)C(=O)c3ccccc3)[C@H]1OC)C)C(=O)NC2,FCFP,BP2,BP2_candidates.xlsx,True,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,570.649,5.907,1,6,77.73,3,43,DrugBank,False
DB08820,-7.456,0.236,Oc1c(C(C)(C)C)cc(C(C)(C)C)c(NC(=O)c2c(=O)c3c([nH]c2)cccc3)c1,Morgan,BP2,BP2_candidates.xlsx,True,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,392.499,5.081,3,3,82.19,2,29,DrugBank,False
DB00794,-6.541,0.275,O=C1NCNC(=O)C1(CC)c1ccccc1,Pairs,BP2,BP2_candidates.xlsx,True,CCC1(c2ccccc2)C(=O)NCNC1=O,CCC1(c2ccccc2)C(=O)NCNC1=O,218.256,0.538,2,2,58.2,2,16,DrugBank,True
DB09096,-6.587,0.582,c1ccc(cc1)C(=O)OOC(=O)c1ccccc1,Pattern,BP2,BP2_candidates.xlsx,True,O=C(OOC(=O)c1ccccc1)c1ccccc1,O=C(OOC(=O)c1ccccc1)c1ccccc1,242.23,2.615,0,4,52.6,2,18,DrugBank,True
DB06595,-7.953,0.318,c12c(c3c4c5c1c1c(cccc1)n5[C@]1(O[C@@H](n4c4c3cccc4)C[C@@H](N(C)C(=O)c3ccccc3)[C@H]1OC)C)C(=O)NC2,RDK,BP2,BP2_candidates.xlsx,True,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,570.649,5.907,1,6,77.73,3,43,DrugBank,False
DB08820,-7.456,0.426,Oc1c(C(C)(C)C)cc(C(C)(C)C)c(NC(=O)c2c(=O)c3c([nH]c2)cccc3)c1,Rdmaccs,BP2,BP2_candidates.xlsx,True,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,392.499,5.081,3,3,82.19,2,29,DrugBank,False
DB08820,-7.456,0.211,Oc1c(C(C)(C)C)cc(C(C)(C)C)c(NC(=O)c2c(=O)c3c([nH]c2)cccc3)c1,Torsions,BP2,BP2_candidates.xlsx,True,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,392.499,5.081,3,3,82.19,2,29,DrugBank,False
HMDB30821,-7.718,0.547,OCC1OC(OC2=C(O)C=C3C=CC(=O)OC3=C2)C(O)C(O)C1O,Avalon,BP2,BP2_candidates.xlsx,True,O=c1ccc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2o1,O=c1ccc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2o1,340.284,-1.323,5,9,149.82,3,24,HMDB,True
HMDB38956,-7.636,0.385,OC1=CC=C(C=CC=C/C2=NC3=CC=CC=C3C(=O)O2)C=C1,FCFP,BP2,BP2_candidates.xlsx,True,O=c1oc(C=CC=Cc2ccc(O)cc2)nc2ccccc12,O=c1oc(C=CC=Cc2ccc(O)cc2)nc2ccccc12,291.306,3.62,1,4,63.33,3,22,HMDB,True
HMDB29219,-7.247,0.316,OC1=CC2=C(C=C1O)C1=CC=C(O)C(O)=C1OC2=O,Morgan,BP2,BP2_candidates.xlsx,True,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,260.201,1.769,4,6,111.13,0,19,HMDB,True
HMDB29518,-6.957,0.425,CC(=O)C1=C(O)C2=C(OC(=O)C=C2C)C=C1,Pairs,BP2,BP2_candidates.xlsx,True,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,218.208,2.01,1,4,67.51,1,16,HMDB,True
HMDB29518,-6.957,0.714,CC(=O)C1=C(O)C2=C(OC(=O)C=C2C)C=C1,Pattern,BP2,BP2_candidates.xlsx,True,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,218.208,2.01,1,4,67.51,1,16,HMDB,True
HMDB29219,-7.247,0.621,OC1=CC2=C(C=C1O)C1=CC=C(O)C(O)=C1OC2=O,RDK,BP2,BP2_candidates.xlsx,True,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,260.201,1.769,4,6,111.13,0,19,HMDB,True
HMDB29534,-7.487,0.724,CC(=O)C1=C(O)C=CC2=C1OC(C)=C(C2=O)C1=CC=CC=C1,Rdmaccs,BP2,BP2_candidates.xlsx,True,CC(=O)c1c(O)ccc2c(=O)c(-c3ccccc3)c(C)oc12,CC(=O)c1c(O)ccc2c(=O)c(-c3ccccc3)c(C)oc12,294.306,3.677,1,4,67.51,2,22,HMDB,True
HMDB30796,-7.943,0.357,OC1=CC(O)=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Torsions,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,HMDB,True
LSM-27001,-7.532,0.518,[O-][N+](=O)c1ccc(COc2ccc3C4=C(CCCC4)C(=O)Oc3c2)cc1,Avalon,BP2,BP2_candidates.xlsx,True,O=c1oc2cc(OCc3ccc([N+](=O)[O-])cc3)ccc2c2c1CCCC2,O=c1oc2cc(OCc3ccc([N+](=O)[O-])cc3)ccc2c2c1CCCC2,351.358,4.159,0,5,82.58,4,26,LINCS,True
LSM-36988,-7.943,0.371,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,FCFP,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,LINCS,True
LSM-36455,-7.102,0.314,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34,Morgan,BP2,BP2_candidates.xlsx,True,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,302.194,1.313,4,8,141.34,0,22,LINCS,True
LSM-5304,-7.312,0.372,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3,Pairs,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,286.239,2.282,4,6,111.13,1,21,LINCS,True
LSM-17202,-6.917,0.64,Oc1cc2OC(=O)C=C(CN3CCOCC3)c2cc1Cl,Pattern,BP2,BP2_candidates.xlsx,True,O=c1cc(CN2CCOCC2)c2cc(Cl)c(O)cc2o1,O=c1cc(CN2CCOCC2)c2cc(Cl)c(O)cc2o1,295.722,1.984,1,5,62.91,2,20,LINCS,True
LSM-36455,-7.102,0.581,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34,RDK,BP2,BP2_candidates.xlsx,True,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,302.194,1.313,4,8,141.34,0,22,LINCS,True
LSM-36988,-7.943,0.724,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,LINCS,True
LSM-36988,-7.943,0.357,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,Torsions,BP2,BP2_candidates.xlsx,True,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,302.238,1.988,5,7,131.36,1,22,LINCS,True
MolPort-002-113-300,-7.367,0.8,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,Avalon,BP2,BP2_candidates.xlsx,True,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,266.252,3.012,0,4,56.51,2,20,MolPort,True
MolPort-002-321-924,-8.303,0.562,Oc1c(C(=O)NNC(=O)c2c(O)c3ccccc3oc2=O)c(=O)oc2ccccc12,FCFP,BP2,BP2_candidates.xlsx,True,O=C(NNC(=O)c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,O=C(NNC(=O)c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,408.322,1.385,4,8,159.08,2,30,MolPort,True
MolPort-003-378-434,-8.175,0.475,Oc1ccc2oc(=O)cc(c3cc4ccccc4o3)c2c1,Morgan,BP2,BP2_candidates.xlsx,True,O=c1cc(-c2cc3ccccc3o2)c2cc(O)ccc2o1,O=c1cc(-c2cc3ccccc3o2)c2cc(O)ccc2o1,278.263,3.912,1,4,63.58,1,21,MolPort,True
MolPort-035-673-217,-6.86,0.605,Oc1cc(=O)oc2c1ccc1ccccc21,Pairs,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2ccc3ccccc3c2o1,O=c1cc(O)c2ccc3ccccc3c2o1,212.204,2.652,1,3,50.44,0,16,MolPort,True
MolPort-000-467-367,-6.453,0.854,Cc1cc(=O)oc2cc(O)ccc12,Pattern,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12,176.171,1.807,1,3,50.44,0,13,MolPort,True
MolPort-002-153-633,-7.02,0.677,Oc1cc(=O)oc2c1c(=O)oc1ccccc21,RDK,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,230.175,1.605,1,5,80.65,0,17,MolPort,True
MolPort-002-153-633,-7.02,0.88,Oc1cc(=O)oc2c1c(=O)oc1ccccc21,Rdmaccs,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,230.175,1.605,1,5,80.65,0,17,MolPort,True
MolPort-002-153-633,-7.02,0.588,Oc1cc(=O)oc2c1c(=O)oc1ccccc21,Torsions,BP2,BP2_candidates.xlsx,True,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,230.175,1.605,1,5,80.65,0,17,MolPort,True
118810,-8.495,0.694,O(c1c2c(oc(=O)cc2C)cc(c1)O)Cc1ccccc1,Avalon,BP2,BP2_candidates.xlsx,True,Cc1cc(=O)oc2cc(O)cc(OCc3ccccc3)c12,Cc1cc(=O)oc2cc(O)cc(OCc3ccccc3)c12,282.295,3.386,1,4,59.67,3,21,numeric library ID,True
